Protein.Group	8971_Liu_Cov_Lysate_32-1-1_S1-A2_1.d	8973_Liu_Cov_Lysate_32-1-2_S1-A4_1.d	8975_Liu_Cov_Lysate_32-1-3_S1-A6_1.d	8977_Liu_Cov_Lysate_32-8-1_S1-A8_1.d	8979_Liu_Cov_Lysate_32-8-2_S1-A10_1.d	8981_Liu_Cov_Lysate_32-8-3_S1-A12_1.d	8983_Liu_Cov_Lysate_32-16-1_S1-B2_1.d	8985_Liu_Cov_Lysate_32-16-2_S1-B4_1.d	8987_Liu_Cov_Lysate_32-16-3_S1-B6_1.d
Q9UHU1	9070.77	6027.22	6701.4	8827.14	6743.35	7368.39	5907.48	8495.22	6655.17
P22061	9052.49	8346.58	10016.5	8892.62	7848.61	8277.85	8197.44	7985.13	8217.22
Q14943	48702.0	37641.6	30679.3	43813.0	51445.3	41314.1	32764.4	58356.3	42705.2
Q709F0	34899.1	41769.3	40947.6	39542.2	37000.4	38101.5	32913.2	33428.6	34174.3
Q8IWJ2	45055.7	46220.3	44962.3	44410.3	40135.3	43637.4	33950.4	35753.9	33542.0
O75473	91849.6	105645.0	108610.0	45222.8	47564.3	48465.3	58914.8	67134.9	72051.0
A0A0B4J279	4027.63	5406.78	5744.52	5218.72	5832.74	5512.01	6911.93	6620.76	7022.97
Q96B23	7477.4	7539.43	6121.35	6644.45	6750.07	6229.45	5956.93	6140.19	5683.35
Q9BW61	9157.5	8894.22	6393.63	6909.66	7429.72	6945.21	7696.2	6133.55	7075.3
Q9BY50	108694.0	124152.0	130076.0	119711.0	112185.0	112817.0	121870.0	122954.0	118397.0
Q9UN36	57257.1	61728.6	58218.6	52091.4	51699.9	52983.7	50118.1	51298.7	51794.6
Q68D85	11185.9	12201.8	12032.1	15219.8	14134.0	14533.4	13370.3	14412.3	13387.0
Q8N7B6	36997.4	33677.2	38236.7	29713.7	30099.2	30111.1	36433.3	36689.5	39967.3
Q9HAH1	31589.8	24935.2	27351.8	17827.4	19606.1	16717.8	31926.0	28831.9	30908.3
Q5VZE5			470.457			286.156			
P49326	3386.57	3852.33	3508.93	2331.42	3599.35		3331.88	3270.28	3176.71
P0CW27	92783.1	100544.0	105489.0	80896.4	68683.8	73168.8	63748.4	69646.9	72820.6
Q92664	24588.6	23268.6	21959.1	19800.6	17464.0	16267.7	16352.0	15838.1	15645.8
Q16515	6100.22	6754.03	6506.05	4807.05	4588.99	4580.3	4587.27	4095.7	4245.52
Q8NGN0	7577.83	6242.96	5264.57	3130.09	4976.51	4714.03	3873.17	3963.04	4884.77
Q8NFV4	8686.76	9178.78	9598.23	5141.56	4594.43	4677.34	6093.71	6152.75	7352.93
Q76FK4	11225.2	11239.5	12499.0	8569.96					8933.6
O14654	52658.1	69666.0	60759.4	64600.9	67321.7	57723.2	58032.7	61453.7	60261.1
Q7Z7M1	26394.0	25851.6	27360.6	17684.5	18720.1	21608.7	19910.3	23952.2	14814.6
Q0VAF6	7296.61	8101.12	7236.12	6492.06	5241.81	5852.95	7315.68	6101.15	6405.57
P01817	5994.89	7588.25	5859.58	4182.99	5783.28	3233.31	4776.56	3841.27	4791.04
Q8IUE6	22636.7	30131.7	27834.7	34572.4	34751.0	33626.2	34155.2	30114.3	31292.1
Q8TC27	4114.53	6867.98	6148.23	4963.95	5160.71	4201.94	5840.95	4722.51	4906.58
P35367	20005.3	22546.0	19602.9	21824.9	20736.3	24218.3	26147.6	24784.0	21301.2
Q6ZN04	148232.0	149198.0	155260.0	122200.0	114532.0	116215.0	106989.0	107445.0	108240.0
Q6NUM9	95210.9	58783.8	38535.0	30310.3	40732.4	32233.3	30351.0	30628.0	20373.9
Q9Y2W2	2467.58	3313.6	3648.73	3284.49	3171.21	3177.81	3995.5	3962.44	3499.66
A4FU69	6581.29	5568.39	5938.59	7360.91	6490.55	6929.31	6716.49	7787.25	7344.82
Q12824	42201.0	45050.5	42150.0	27736.6	28081.0	27753.4	27972.4	27818.6	30905.4
Q6ZN06	124304.0	136585.0	122621.0	135906.0	131064.0	127594.0	125054.0	122218.0	127295.0
O95848	31045.7	31212.1	32876.8	31172.4	31111.5	33720.6	41565.1	41963.1	41634.4
P19961	64404.3	52902.4	54233.8	28329.2	35478.7	42489.9	38949.4	34343.3	35546.2
Q9BV23	1186.51	1717.93	1305.31	1513.95	1580.99	1232.59	1526.31	1166.19	1481.72
P43250	9212.08	12459.1	9758.77	5320.6	6601.34	5739.99	7097.97	8153.1	8175.81
O43491		31314.0	28174.6		25526.9				13201.8
Q9UNQ0	1679.2	1407.81			2026.82	2513.4	2356.26	2420.64	1085.37
P53680	9414.02	10291.7	8044.53	9231.58	10593.6	8678.8	12570.6	12400.3	13353.0
O94830	1708.6	1773.49	1985.52	2982.82	1874.26	2428.96	2609.5	1850.68	2378.03
Q13490	93860.3	98829.9	98325.8	65879.4	69642.8	71370.9	66343.6	62921.7	61478.5
Q6ICL7	5651.95	5576.58	5453.88	6462.86	7348.36	6814.75	6812.63	7345.03	7619.94
Q9BQC6	22673.4	21528.8	23265.1	19899.3	20949.9	21926.1	20234.7	20781.6	20252.1
O14525	10389.5	12013.2	11644.9	13954.1	13333.4	15603.3	15327.3	14903.4	14919.3
Q0VGE8	98991.5	93218.8	103146.0	70755.7	81446.8	80442.2	76940.1	76586.9	74492.3
Q8TCU6	18098.1	18781.5	17335.6	8053.1	13678.4	14255.5	16433.9	16746.7	16232.7
P07858	25314.3	30764.1	27200.9	28199.5	26144.1	22610.6	22973.7	25710.2	24592.5
Q9UKB3	56675.1	39717.0	36228.1	112675.0	103120.0	103806.0	105549.0	87802.6	81808.4
Q8IY22	22798.1	24809.2	21585.0	37083.2	36954.5	35053.2	33517.7	26240.1	29676.4
Q9HBT8	22419.6	21300.8	21307.0	16185.1	15099.3	18228.7	15321.2	14797.9	14885.1
Q02790	131839.0	66085.7	118259.0	143016.0	112038.0	123007.0	102439.0	91778.5	73904.0
Q9Y6Q2	16978.0	17352.0	15869.1	16613.7	15982.5	14586.7	17419.8	19471.8	17703.9
P55317	3172.65	14308.2	14479.0	28128.1	26356.9	26841.1	22500.7	14501.9	16190.8
Q6P9F5	19891.2	22322.6	22172.8	24763.7	25372.7	23805.5	23291.1	26986.6	27008.9
Q7Z7L9	5109.73	6559.59	5628.31	6642.88	7158.53	5336.72	7050.59	8641.26	6911.72
Q8NFF5	6684.99	7625.47	5931.16	7720.14	6621.41	7372.27	9096.52	8344.49	7785.91
Q8NGS1	10044.3	10443.9	11709.1	10754.2	11870.0	12353.9	15312.4	15039.0	16422.3
Q9HCI7	5727.46	6524.01	6366.59	6886.16	6557.94	6760.73	6851.79	6964.51	7387.31
O43304	74107.0	82705.7	80360.9	54998.0	48170.2	48208.6	52779.6	49163.7	50037.6
Q92633	147609.0	136177.0	116847.0	115752.0	128114.0	114899.0	103472.0	94684.9	81102.9
Q9BRN9	124027.0	78443.3	81825.3	156136.0	167703.0	153410.0	68659.1	73455.2	63665.6
A6NKW6	8956.71	9276.8	7495.19	9178.8	9661.2	9183.75	11331.7	12316.6	12546.1
Q4FZB7	757.377	506.525	555.363				371.37	291.722	465.329
Q99626	13602.4	11482.8	12017.2	13148.2	11532.4	12501.1	10873.6	9978.07	10090.0
Q9UFV1	59484.0	44119.1	39555.4	59926.5	52868.0	56308.1	55728.2	55650.0	49085.4
P0DP57	7540.12	5896.95	5753.7	7161.65	6785.04	6117.79	8106.9	6598.75	6468.42
Q9BYR3	26088.5	25845.1	23411.4	17212.5	19314.7	17064.7	18089.6	19731.2	19537.0
Q8TE02	12224.0	9389.25	9997.38	12244.1	10241.9	12266.3	9992.17	9527.4	9390.6
Q9BQ83	13736.9	10767.2	10757.8	10930.8	9769.87	10815.1	9288.25	9562.73	9082.46
Q96NR3	17532.2	17916.4	17870.4	17524.7	16190.1	16511.5	17019.6	17240.0	18665.2
Q96MU6	3155.72	1881.05	1765.34	2531.22	1715.44	2087.1	1586.88	1537.38	1851.42
Q8TF08	11427.2	11896.3	11793.0	15247.8	16288.2	15812.4	14515.5	14765.7	14890.5
O95822	347.9	883.449	899.956	2382.94	1692.21	2494.92	1363.47	1472.97	1343.22
P25490	75880.7	87673.2	81886.4	70421.3	74461.1	71299.3	92936.3	89537.1	99581.5
Q05215	19384.9	20227.8	19536.3	12512.9	12217.8	13491.9	12239.0	13534.7	12206.5
P48169	15576.2	18628.1	21598.8	14774.3	16986.6	15068.2	15674.4	16953.2	15791.2
O94844	1916.24	1598.56	1267.1	1058.47	2508.37	1684.35	906.019	1457.78	1354.53
O60241	12194.7	11760.4	11723.6	13040.6	11656.1	11112.2	12490.2	12830.3	13748.9
Q63HK5	11332.9	7106.83	10449.6	10751.0	9882.95	14127.4	10661.3	10223.3	7254.29
Q9NYM4	3073.67	3289.65	3587.07	4009.88	2947.61	3523.42	4339.85	5571.74	4477.82
Q9H0X9	23334.0	23475.3	23573.6	19387.4	20614.1	19302.9	24346.1	24559.6	25040.9
P31785	26869.9	25534.3	25863.5	20684.7	23294.9	22538.0	21917.8	21474.4	21632.8
Q96GC9	10535.9	8023.68	6945.74	14377.5	11532.1	13669.7	8132.48	6826.53	5751.73
A6NL26	2664.81	2949.86	3121.88	1885.25	2713.56	2076.11	4358.51	3147.81	3112.31
Q6ZR03	43983.1	34755.5	38786.1	45765.4	38085.7	39505.0	37550.9	39740.7	39702.8
Q9HD26	96572.6	102943.0	101888.0	74508.7	72256.9	71995.9	64387.5	63183.4	62007.0
P0CG48	61614.4	54617.7	56886.0	82457.8	82039.0	81684.6	81936.5	83677.5	78705.6
O43823	107710.0	99785.3	99680.4	150197.0	151231.0	151650.0	168320.0	155435.0	161929.0
Q0VAA5	675.598	1987.03	1630.7	930.4		1516.21	1161.09	1337.97	1403.11
Q30201	750.779	451.005	594.354	1377.55	1017.32	770.381	700.522	752.983	1078.89
A0A075B6I0	185334.0	161191.0	168924.0	122843.0	139227.0	123850.0	117051.0	97277.7	101395.0
Q5HY98	10742.5	10932.2	8372.03	10441.7	12747.2	10911.3	9269.53	9395.47	9016.63
Q1W4C9	22926.9	20733.0	21799.9	13876.8	14416.7	14738.4	12068.9	10769.3	11911.4
Q9NQA3	16426.5	19479.2	19939.8	24705.7	24426.3	23071.3	27259.5	27515.4	27371.1
A0PJX0	34416.6	25469.3	21959.8	29770.7	28930.3	27375.5	27605.2	23316.9	25268.0
P49798	9640.66	11394.0	9941.57	11117.3	10960.9	11815.8	13083.5	12931.8	13589.9
Q9NZC2	14383.1	9911.04	11557.7	24319.6	23353.2	24592.6	15888.2	14919.6	14461.1
Q8IYT3	11574.2	14653.9	14999.7	9078.73	9249.22	8917.48	8727.23	8500.49	10956.9
A6NDN8	46246.7	47839.3	50237.9	38092.6	38126.0	36329.3	33396.6	33913.1	35450.2
Q8TCZ7	12811.5	13965.5	14517.1	11145.4	11861.7	10490.5	11409.7	10964.7	10773.9
Q9H1X1	6635.45	5690.84	4399.29	6325.68	5076.83	5494.13	4457.62	4908.93	4708.23
Q9H857	2607.92	1980.04	2044.3	753.421	1081.8	822.684		1047.77	859.092
Q99583	148896.0	126281.0	129648.0	96014.3	86927.2	98723.0	91144.5	81596.1	88834.4
P63208	233517.0	180929.0	173533.0	126192.0	117691.0	112834.0	123813.0	118747.0	126614.0
Q9H3R0	53976.4	65648.5	67844.4	44648.8	53983.0	50577.6	48780.7	46284.2	44210.0
O00311	69266.1	80146.3	73755.9	47827.0	45809.2	48227.7	40824.1	41229.4	41666.2
Q9Y3D3	16303.5	17046.0	15398.5	18590.5	17168.1	18778.5	20130.3	18089.8	20906.0
Q96QR1	9333.11	8687.15	8483.46	8712.6	8484.54	8463.57	8519.41	8527.52	9673.02
Q8TBZ0	24882.2	24932.9	24803.7	22908.4	23023.1	25086.7	23060.0	22129.7	23601.3
Q6PCD5	27902.2	27740.7	27116.8	26464.9	26029.4	25973.2	26216.1	28188.9	27617.5
A6NKF7	14409.5	12735.8	11989.2	16769.4	15682.5	15283.8	14674.0	14679.7	14248.8
Q9P258	20588.2	19152.9	22295.4	14577.2	13950.9	16545.6	11531.8	13807.1	13150.1
Q6NT55	9854.52	10370.6	9056.61	7737.75	8066.38	8469.72	7988.05	8247.44	7976.49
Q99676	26771.9	32359.7	35795.3	32278.7	34084.4	38921.3	40051.5	45195.6	43922.9
P0C7V9	20276.2	16887.8	14322.8	21975.8	19484.8	22222.1	17383.5	19094.3	18471.8
P10746	11710.1	12084.7	11508.4	15146.8	14632.5	15413.1	15638.4	14832.8	15398.5
Q13616	7138.1	6464.44	8062.13	11095.0	8736.06	8560.07	5922.19	5005.4	4627.18
Q96QB1	60862.3	51797.2	42712.9	61733.8	70332.9	67576.4	64690.7	55380.2	44650.8
Q96K17	13325.0	12149.0	12503.2	8470.77	7877.49	7792.84	9472.31	9503.32	8644.74
Q01974	3258.99	3487.41	3605.13	3203.81	3464.15	4034.43	2978.78	2829.42	2716.12
Q6ZS62	12628.8	11872.4	12510.3	13116.3	13978.8	12719.4	9398.11	11103.5	8132.19
Q92552	1664.96	2927.53	1912.25		1788.01		3016.3	2492.6	2529.5
Q9Y282	15389.9	14946.8	16470.4	11015.8	10392.1	10153.7	12119.1	12535.4	13058.3
Q86YL7	33354.9	32010.4	32160.6	44784.9	38855.8	37644.9	39963.2	38836.0	40076.3
Q15436			3170.49	2462.87		4871.82	4984.36	5918.16	
Q86Y22	22474.2	19738.7	20214.7	28218.9	27556.4	27143.2	27758.8	27942.0	25654.0
Q9Y5C1	12288.1	13487.4	15154.2	13185.0	15914.6	15234.1	16581.9	16295.5	15533.0
Q9P278	2374.35	2083.72		1712.9	2056.37	1153.92	2033.31	2040.25	1590.92
P49257	7110.15	4046.53	2770.9	4923.35	5559.9	5219.7	2585.37	5500.15	4102.5
Q8N8Q1	9967.85	7813.65	9614.19	5992.17	4957.63	5593.54	5059.85	5579.88	6214.46
Q8WXT5	1200.45	1094.34		1302.63	1018.41	1211.89	704.329		439.749
O95394	60469.6	64192.4	66859.2	61256.6	59509.2	60678.0	66980.5	64562.4	62524.1
Q03468	21493.0	17850.9	16991.1	16705.6	20332.2	17065.9	16367.7	16723.5	17698.2
P12956	30988.2	35101.3	34616.3	30012.8	33591.9	28034.1	32576.2	34008.8	34143.5
Q6ZTZ1	6153.39	7030.52	6017.33	4099.2	5002.57	4073.77	4002.04	4775.75	5266.11
A9QM74	12371.6	11722.0	12004.2	14130.3	13900.5	15539.2	16028.4	16560.7	16955.5
Q8IZS5	36540.3	30454.7	35086.6	41820.5	40343.7	41026.8	48277.2	43674.7	40456.7
Q5MNV8	8765.41	8486.96	8022.6	8179.02	6949.45	7464.47	5993.23	5803.14	6076.21
Q96AZ6	12961.0	14396.9	12647.8	14620.1	11737.4	12237.6	10908.7	10199.5	11107.9
Q15366	14950.3	16590.5	14703.9	11488.3	12107.8	10799.1	10245.9	10278.8	9807.17
Q9NU39	1745.72	2964.59	1445.3	2407.25	3335.68	2653.58	3078.87	2151.96	1952.64
Q5HYL7	4528.21	4112.3	4770.05	5229.4	4824.22	4121.62	4670.39	5625.33	6355.49
Q9NVZ3	14372.4	14055.9	15188.6	9796.32	11090.1	12149.2	9706.13	9309.52	9150.33
O43184	21896.5	30037.4	29546.2	31994.0	30753.2	29597.4	24543.4	24596.7	27561.4
Q01081	3878.91	3140.89	4877.29	3527.47	6310.48	5687.04	4921.88	4139.02	2810.94
Q5VZ89		2217.45			2177.85		2218.76		
Q13422	2550.56	3436.52	2950.77	2519.53	2024.71	3081.24	3392.75	2362.63	2822.93
Q93062	21021.1	12378.8	14583.4	19299.5	16234.2	18991.2	15959.3	18003.7	16564.4
Q86W50	19687.0	19943.7	16876.1	29146.0	22843.7	22691.7	31370.2	26938.3	26092.0
P05062	3060.06	2468.96	2618.47	3275.95	2996.77	3386.64	3782.16	2126.15	2893.15
P10767	513043.0	573015.0	619689.0	449128.0	476941.0	487325.0	396175.0	389240.0	398307.0
Q86U28	94494.8	93612.4	81158.5	99957.9	93636.6	89691.0	97049.2	98051.8	90315.8
Q9HC07	23342.2	24679.7	25341.1	22126.8	21062.3	21633.1	19754.7	21299.3	20717.0
Q9P1Z9	3335.08	2563.13	4750.36		2099.23		2557.09	3196.63	2413.39
P23470	45342.7	43639.2	41180.9	51162.2	47764.2	48869.4	52999.8	54131.1	51309.9
P26232		2813.09	4434.63		2701.4	3208.68	2600.25	2227.09	2561.23
Q6UXR4	10819.9	9599.76	9108.45	9877.38	11680.3	11295.4	11675.7	10140.9	11680.6
Q5BKU9	3356.99	6162.11	5047.28	5811.27	5897.22	5607.84	9471.48	10346.2	11547.7
Q9Y343	76084.0	73681.4	65726.4	71036.7	77672.9	81087.2	72449.1	76993.6	78534.4
P0C7M3	35780.5	19322.5	18093.4	12222.5	22777.3	16728.2	20403.2	17432.2	18558.8
P00519	120143.0	121055.0	126546.0	144157.0	145418.0	141749.0	133537.0	121756.0	121686.0
P02647	20542.2	16733.4	17805.3	17063.5	17470.5	14799.5	16701.9	19277.4	18835.4
Q9HB55	9860.0	6499.83	9058.64	9379.4	7874.94	8694.01	8402.4	8432.77	7850.26
O95196	13391.7	13555.9	14017.0	15398.9	15928.8	15367.6	13963.5	14797.1	14451.9
Q96DG6	43495.6	50987.7	47951.1	32565.1	31933.6	35615.8	33680.2	34732.7	32702.6
Q9UBT7	68003.9	65401.6	61444.5	55381.3	54812.2	58824.0	52690.7	52423.7	48908.2
O60237	456849.0	350884.0	348571.0	267136.0	234604.0	256904.0	237538.0	237055.0	235523.0
Q96JW4	187148.0	164759.0	157991.0	112221.0	122669.0	110912.0	104381.0	103750.0	95764.1
Q9HCC9	1625.76	1598.37	1609.17	2946.85	1720.16	900.349	1808.74	1979.34	1734.22
P07998	27263.5	23078.8	21267.7	22020.8	21767.1	23658.6	20661.5	19820.0	21446.4
Q8IU60	8989.38	10084.0	9303.87	11103.3	10221.5	10508.6	10079.5	10915.1	10439.6
P78333	8709.65	7993.43	8019.98	9916.3	6631.47	9507.63	8349.64	7012.06	9000.34
Q96PE7	46543.7	58069.2	55714.6	51244.9	51887.8	44612.9	49426.6	48227.2	54047.4
Q9HAI6	44786.7	40962.7	46389.5	54157.8	52217.4	52545.9	56001.5	51563.5	53527.2
P57679	8550.67	6731.13	7846.4	8490.43	7692.12	8044.48	6851.78	6321.22	3664.12
A0A0B4J245	120043.0	121066.0	119113.0	77300.8	75844.2	78901.3	75799.6	84661.9	85655.0
P0C6P0	97689.3	83593.6	84191.5	119230.0	111783.0	110884.0	107974.0	106458.0	105179.0
Q6NUT3	77201.3	84095.7	88951.1	95102.8	93523.5	95014.7	91800.6	97515.8	92071.1
Q674X7	6591.72	6683.19	6117.32	6868.12	4725.15	5217.78	5192.92	5173.48	5950.37
Q96SF7	245805.0	249649.0	250511.0	217816.0	211789.0	223747.0	215797.0	221980.0	230829.0
O43505	4210.13	10104.7	10783.6	16282.9	18371.3	18016.8	6740.06	4370.51	2579.1
Q96S52		5347.52	5748.48	3581.44				5088.11	4019.44
Q8WXD2	27151.2	26724.1	28110.2	19714.6	16285.8	18293.3	16122.1	19338.7	18959.1
Q96J77	3590.62	3331.0	3777.77	4565.67	3636.57	3396.33	3478.47	3636.2	4487.26
Q9Y2Y9	25435.7	9994.08	25057.1	34315.9	30626.3	31307.5	22037.1	26013.6	11739.6
Q8N1F7	15340.7	15631.9	13951.2	26394.7	24279.2	22819.4	17127.0	10567.8	19046.2
Q9UJU2	35433.4	27937.1	29466.0	36051.0	31584.4	31971.9	29199.8	26787.4	30370.8
Q8IUN9	4763.2	4372.38	4252.2	7608.74	5770.14	7584.18	6189.42	5607.76	6190.64
Q96LJ8	35095.0	32411.5	34731.9	40902.0	44592.1	48081.3	57847.2	59540.7	62298.5
Q86V88	34727.8	31270.7	33778.7	62791.9	66705.7	62667.2	62831.1	82712.3	58188.8
P35232	29555.3	23436.4	26194.6	33799.0	32266.1	37431.5	36094.9	37359.8	35698.7
Q9NY35	4671.31	6129.06	6797.06	4259.87	3373.91	4080.53	2575.97	3925.1	2718.24
Q8WWH5	11404.8	10501.2	11390.6	8346.65	7299.83	6887.28	6729.35	7826.27	7783.44
Q8IX06	12731.4	12220.5	12460.9	12035.8	12237.0	12135.5	11369.5	13195.6	13982.4
O75182	3253.97	2789.17	2465.07	2875.68	2938.59	3009.01	2720.64	2323.03	2960.16
P52333	60784.6	62159.4	58057.1	58518.7	63527.8	59813.2	56793.4	59479.9	58811.9
Q9BYN0	5256.44	2120.33	5559.37	5375.87	5086.21	6434.61	3763.14	3948.07	5186.8
Q7RTU5	99379.0	101529.0	94073.9	99023.6	100842.0	97786.7	122393.0	125168.0	118068.0
P04040	8453.85	10410.6	9219.26	5378.35	4481.97	6288.29	6345.06	6960.55	6086.05
E5RG02	3954.08	4033.15	3518.52	3899.56	3289.8	3270.03	4157.77	4757.94	5169.9
Q8NDN9	38107.5	37923.2	37959.1	44780.5	44803.8	44552.1	48442.0	46921.1	46151.8
Q9Y5B9	28025.0	32816.7	40904.6	55455.7	43076.3	50859.6	54568.7	46203.2	54123.4
Q8NGR6		4183.58	3302.53	3985.32	7837.61	6968.43	5553.44	5354.62	6062.62
O75914	2150.93	5579.5	5242.66	7133.9	5164.82	5016.23	5104.68	4866.47	4514.18
Q8WW33	14717.1	16192.7	15026.5	14135.9	14651.2	13923.6	16163.0	16909.5	17019.6
Q9NSD9	32545.2	37446.5	31990.0	59654.2	59497.4	52297.9	44835.7	43059.6	42339.2
Q8N2M4	21873.7	20132.9	20042.4	21334.3	21441.2	21664.7	19780.3	18960.5	20444.8
P42166	5388.13	3239.55	3072.88	6555.9	3591.79	4962.86	3228.33		2551.85
Q8TAP4	6932.58	8679.29	7938.65	5245.18	6731.26	6150.12	7981.34	7478.73	8307.32
Q5W188	6672.65	7518.1	6437.66	7468.35	7793.59	8397.05	7406.02	7333.01	6576.91
Q01082	5117.63	4769.16	4601.08	4515.89	5472.25	3951.98	4933.0	4301.91	5436.9
Q13613	12402.7	14338.3	16997.3	16365.4	16280.1	18514.3	16111.3	14449.1	13693.1
Q6IF63	122409.0	114615.0	111941.0	97436.8	110522.0	111399.0	105738.0	103214.0	98373.3
O14798	71373.5	69592.6	66164.3	54927.9	51893.1	46027.7	36074.8	34848.5	35382.7
P0C7T8	35600.5	31526.7	33058.2	29864.2	29935.6	30477.0	32459.4	32646.7	32711.9
P12271		6829.78		6835.43	7925.65	7074.07	5006.08	4460.42	3508.63
P18075	4705.0	4397.91	5167.9	3586.88	5003.33	4577.84	5665.42	5664.79	4904.16
Q99728	13614.2	15674.9	14996.3	10550.8	10430.4	9667.03	10068.0	10604.5	10964.8
A3QJZ6		2510.57	2952.87		1580.87	2428.96	3159.67	1844.3	2298.01
Q8N6M5	18461.2	18271.3	15774.9	21399.3	18295.6	22463.8	21598.6	15773.9	18774.6
Q3SXZ3	3539.03	3840.84	4242.26	4110.75	4301.06	3010.33	3391.09	3309.74	3579.22
O15164	9871.11	9616.29	9018.58	11729.2	10437.8	10986.9	12520.4	12658.5	11014.6
Q8N743	51678.4	52956.2	54220.6	57725.9	56563.6	57439.7	55852.1	57474.9	61162.2
Q95460	4902.74	5030.52	3833.62	4402.95	4573.87	5080.43	6117.12	4856.81	4406.62
Q5VU43	4417.51	3636.4	3856.12	2772.41	3358.47	3441.54	4331.94	3510.82	5678.5
Q6ZMJ4	6008.63	7255.62	4515.5	5241.11	5175.94	5796.17	5822.64	5417.73	5536.43
Q96AT9		7386.61			6094.97	9084.99	5624.29	6315.93	4360.9
O75864	12107.7	10188.8	12181.0	8802.99	8421.05	9831.52	7997.09	7162.07	7257.77
Q14103	18847.1	18683.2	18548.8	15809.4	15284.3	15454.0	14365.8	16296.5	18195.2
Q8WWQ8	13501.2	11783.0	13084.6	9743.84	10086.7	9994.32	10073.3	10253.7	10915.6
Q8TF74	2480.97	3564.75	2782.63	2653.13	2906.34	2713.3	2057.07	2300.99	2201.5
P62079	29367.7	29935.2	35856.3	19593.8	17854.4	17030.4	21818.8	19079.4	20550.1
Q9HB31	32938.2	32811.3	33446.7	34052.8	33069.7	31690.9	33089.0	33479.0	29755.2
Q6PCB6	39004.6	45350.5	45148.4	45369.1	48602.0	47180.2	44351.6	46864.3	43333.3
Q05901	33761.0	34198.9	34401.5	43792.0	41159.6	42281.2	45102.7	45321.9	44257.7
Q9NRC1	13969.8	11010.8	13954.9	4524.48	4585.71	3605.29	9190.89	11150.2	9305.07
Q9NR34	1350000.0	1380000.0	1400000.0	1080000.0	1250000.0	1110000.0	1020000.0	1080000.0	1150000.0
O15234	4093.25	3426.01	2903.16	3178.66	3246.13	2960.57	2652.57	2587.92	3003.48
Q96B02	2588.62	2901.23	2980.23	3148.17	3065.7	2741.0	3239.18	3357.14	2950.08
P51451	44694.9	51390.5	49448.0	38138.6	39374.2	36600.6	35483.0	34536.9	38658.6
O75131		6680.07							
Q92613	46456.5	47440.7	45766.4	38585.9	36914.8	35479.7	31824.0	34054.7	34289.0
P0DP23	19208.6	18324.0	17760.0	25211.3	22858.3	23529.0	27341.5	23449.3	24883.0
O75096	1574.92						2885.85		1677.6
Q5VT97			1021.53				1030.06	474.297	
Q16595	4410.04	1696.3	2635.13	2289.4	3196.85	3599.94	2180.63	2796.18	3729.91
Q9UQ90	991.231	1570.65	1093.83	823.54	1075.76	1139.47	1408.46	1544.58	2883.99
Q9C026						371.872	347.499		
P05814								1854.52	
Q96LB9	20996.3	18359.6	21432.9	19470.0	21446.5	20816.7	23446.1	20739.4	20108.6
Q6ZMN7	41087.0	39024.5	40734.8	35929.9	39449.9	38820.2	41470.7	41754.4	41211.2
P11532	51018.6	39861.2	42555.4	36680.3	38215.9	36579.0	31897.1	29783.7	27184.3
Q7Z745									
Q8TD31	1525.43	2049.18	1572.84	2106.67	1319.03	1454.21	1545.61	1568.33	1971.58
P60022		6129.45			5941.0	6107.72	5684.82	3832.94	
A8MPP1	17446.0	19478.3	17124.5	13896.1	13206.5	14360.1	11548.4	12782.2	12437.5
O43602	9787.44	10211.0	11465.6	7235.33	7234.45	7093.61	7364.9	8406.81	7904.29
Q6GV28	6512.64	6482.66	6420.89	7417.17	7541.39	7504.33	7107.81	7036.01	7419.83
Q6P589	23384.5	23184.7	23582.6	15636.6	15240.9	14714.7	15474.8	14318.2	15488.3
Q14626	23906.2	9562.21	13192.5	12340.1	13441.6	13433.1	13675.0	13730.5	12356.6
Q96T58	386457.0	390820.0	398032.0	343630.0	341859.0	344137.0	360753.0	343517.0	360867.0
Q96A61	44810.9	47286.8	42998.3	46355.8	43631.8	45583.8	52071.9	51788.5	46450.2
Q8TDU6	19679.2	26078.9	25259.1	32636.7	34250.2	31582.1	30937.5	29836.1	32476.5
Q6ZMJ2	9656.79	7907.89	6589.26	8356.29	7860.26	8264.52	6602.25	6868.27	6310.94
P11831	1769.1	1952.47	1759.17	1480.6	2390.39	2610.27	1387.57	1430.0	1644.4
Q92537	4315.11	3871.23	3957.5	4952.68	5202.42	4503.49	4107.55	3501.83	4930.35
Q6P3X8	4361.7		3429.06	3825.29	7152.17	5478.42	4658.51	5303.64	3871.61
H3BQB6	41965.3	40841.4	39217.8	49239.7	55781.2	46474.2	39403.6	42505.0	36131.1
P39905	9076.65	11721.1	11712.1	9281.19	9792.13	11676.7	12919.7	13496.1	14210.9
Q9H9B4	48607.3	49561.4	54731.3	37488.6	38905.5	37508.8	33033.5	36878.9	36839.9
Q6NUJ2	24677.6	28974.3	30585.6	19248.0	18567.9	16968.3	18031.1	19942.2	20427.1
A8K0S8	29895.3	23604.8	34549.7	22937.9	20042.4	23426.1	17868.2	19492.0	18692.1
Q00887	15316.3	10170.0	8172.93	7218.93	7279.86	5464.38	6643.01	6667.73	6549.53
